edge,freq,lag,lag_s,placebo_p_values,placebo_median_p
BYBITSPOT->COINBASE,5s,10,50,"[9.932815415458762e-05, 0.47157293470841255, 6.098832188161651e-07, 0.0, 0.15662706734480492, 0.1566619633422559, 0.0, 4.717261248288196e-09, 0.0017740066378086894, 2.3889276447253138e-05, 0.002058306886215444, 0.0019451788109112744, 0.041127461535906296, 0.0, 0.0, 0.00014494082009552933, 1.5689671784002712e-12, 0.010250610950480521, 2.8198332557849426e-10, 0.0, 0.0, 0.17520927073197057, 0.4382676578925955, 0.0, 0.0002429430776693664, 0.27555277119259847, 6.661338147750939e-16, 0.002582243920168148, 4.54241212308748e-05, 0.06658265168227118, 4.393356399035042e-05, 0.0, 0.852061128806171, 1.4299672557172016e-13, 3.9356207182095204e-10, 0.0, 0.07157294771012412, 0.0, 0.0, 0.0864109822580279, 1.635439139668904e-08, 0.12615037795594808, 0.5784688504002435, 0.05706244861500065, 0.0, 7.684165959087608e-07, 0.0022022532707157705, 1.7763568394002505e-15, 0.005426416062124462, 0.0, 0.008322487418867874, 0.011978009682244606, 3.6264169063215945e-06, 2.281825174144103e-06, 7.993605777301127e-15, 1.8554047187535616e-12, 6.272459218692461e-09, 0.0497938315454165, 0.0071272346664967845, 1.7608137170554983e-13, 0.0013929578237541484, 0.2872263278807805, 9.547918011776346e-15, 0.0, 6.253741968720306e-10, 0.0, 0.8114163232101825, 3.774758283725532e-14, 0.0035979539736641364, 1.0780695526957373e-05, 0.0036181126933161334, 0.0, 0.9806346066380673, 0.0, 0.0, 4.0548631119463607e-10, 0.35918489650210295, 0.059079006285940094, 0.3415218833110889, 0.0, 0.18975312167273461, 0.003994884488386585, 0.0, 0.0005014298619563373, 2.317626668357775e-08, 0.0007791755964123848, 4.213296378452469e-12, 0.00752672171245794, 0.00036605680563406295, 6.010446131532454e-05, 0.3222784533094467, 2.5579538487363607e-13, 1.4785693880359219e-06, 0.036105147766932966, 0.010352757031333759, 0.0, 0.014866911393384807, 0.029189100824039027, 0.7476852269960479, 0.15570724667227265]",7.971630773495608e-05
BYBITSPOT->BITGET,5s,1,5,"[0.0, 0.0007677066877882499, 0.0, 0.0, 0.008776276062443467, 0.008772999395585845, 0.0, 0.0, 0.4263418365353522, 0.0, 0.39953670120563545, 0.40964740052786164, 2.781346264413287e-10, 0.0, 0.0, 0.9398167240062616, 0.0006287965699134368, 6.413758413259529e-12, 0.009155343200606847, 7.310507754709761e-11, 0.0, 0.007239737775894595, 7.074414580809929e-07, 3.8304248661802376e-11, 0.8302413341784116, 1.186696254595887e-07, 7.126251611699885e-06, 2.0472512574087887e-13, 0.8243146512430131, 0.029674437987327273, 0.8178717679143162, 0.0, 1.4817426343682882e-05, 0.00016533950844177525, 0.0, 4.874833332557671e-07, 1.4112935264876114e-09, 0.0, 4.5527592806848816e-09, 2.503437457335167e-09, 0.0, 8.224986247640231e-09, 0.0004008447855519126, 0.03560335552896943, 2.113864638886298e-12, 0.25151258377394825, 0.38758512717823046, 0.0, 1.2705392293810291e-12, 0.0, 3.750333377183779e-12, 0.1470363922346305, 0.4157941754932528, 0.0, 0.0, 0.0, 0.03821132010781847, 0.0414959867867668, 2.525979425627156e-12, 0.0, 0.47138652926099267, 0.0027292111099535, 3.416803825317949e-05, 1.2966392102242708e-06, 0.0, 0.0, 0.00010539241278872957, 0.0, 4.589661983800397e-13, 0.5706822326649097, 4.651834473179406e-13, 0.0, 3.2060357508356674e-05, 0.0, 0.0, 0.0, 3.212223682602655e-07, 0.03420156236661853, 2.6458354240865845e-07, 0.0, 0.006277013256917874, 5.937472735695337e-13, 0.0, 0.676713323424786, 0.06661117213708856, 0.5857207179121291, 0.0, 2.901678897160309e-12, 0.7430461201160954, 0.0, 2.1226096369453273e-07, 0.0, 0.3131279676270373, 0.058033448196227466, 0.1628401402056021, 4.8261394880455555e-12, 1.6987744544394445e-11, 1.0585865517498405e-10, 7.618736889147826e-06, 0.008863242877713118]",6.3888727641625565e-09
BYBITSPOT->BITGET,5s,2,10,"[0.022716014607362833, 0.00818236385554294, 0.000564195643290466, 0.0, 0.0007051019022048521, 0.0007054289978374317, 0.0, 1.2085695488162074e-05, 1.883021369941673e-07, 0.00845021558536918, 2.422087377329518e-07, 2.2007048627870063e-07, 0.7617184611230239, 0.0, 0.0, 3.0456137611878376e-09, 0.0, 0.3877788369141455, 0.0, 0.0, 0.0, 0.0008915976277357185, 0.2940996560579612, 0.0, 7.017055825286889e-09, 0.47600710633827736, 0.0, 0.1802250810967061, 4.785860596712155e-10, 0.00012636094584839164, 4.539904008282747e-10, 0.0, 0.09348006570917411, 0.0, 1.5637672268198344e-06, 0.0, 0.9628269321383798, 0.0, 0.0, 0.9629518532853187, 3.301225968455057e-05, 0.8071532987230916, 0.013543186055033685, 9.369964914784923e-05, 0.0, 8.784084570834239e-13, 2.7167235994163264e-07, 3.6178837703459976e-11, 0.27511449880116357, 0.0, 0.347261382002233, 5.190749527983485e-06, 9.342970841430542e-12, 0.001528611646884892, 1.391773363224047e-10, 1.6526319868148676e-08, 6.661338147750939e-16, 7.212132390899129e-05, 0.31945636535497557, 2.1297743568737815e-09, 1.2526519577171769e-07, 0.0025972381681529377, 0.0, 0.0, 2.297657437200229e-06, 0.0, 0.03309703507670103, 5.496949562200371e-10, 0.21830576700861393, 5.024625160388041e-11, 0.21900363867897132, 0.0, 0.06425395081491869, 0.0, 0.0, 1.603107564251971e-06, 0.36926855679669357, 0.00010019850624742865, 0.3890731084368011, 0.0, 0.0010552498674163413, 0.23170552296289215, 0.0, 2.2922948872405868e-08, 4.6629367034256575e-15, 4.7478968756564655e-08, 3.3519605535659025e-08, 0.3290158482470775, 1.3682729393948989e-08, 0.016106833377527607, 0.4121710230547877, 2.9532813972110716e-09, 2.3712143359944093e-12, 3.9204946734594515e-05, 4.000659846958854e-06, 0.0, 0.4696094185443842, 0.6518059058481276, 0.12526486240826773, 0.0006965109012182502]",2.569405488372922e-07
BYBITSPOT->BITGET,5s,3,15,"[0.0028414061077257635, 0.05260065472898079, 3.26361667888353e-05, 0.0, 0.007330427404057538, 0.007333215722150621, 0.0, 3.7394367913279325e-07, 6.64204842837357e-06, 0.0008387360418740109, 8.275421802039773e-06, 7.61109303826224e-06, 0.31266496040026714, 0.0, 0.0, 1.7540472829757903e-07, 0.0, 0.1164056591774536, 2.886579864025407e-15, 0.0, 0.0, 0.00888311957359944, 0.7317847893223135, 0.0, 3.675800945845964e-07, 0.9949657289544405, 0.0, 0.040716351504873405, 3.377784452140986e-08, 0.0017636086019070518, 3.2224027446403625e-08, 0.0, 0.3315772108919228, 0.0, 3.6189427676802666e-08, 0.0, 0.4514284105578237, 0.0, 0.0, 0.5092655539949695, 1.1892541347258145e-06, 0.6438420086533347, 0.07792300638747784, 0.001372740321204713, 0.0, 1.168525276540322e-10, 9.147345320759115e-06, 2.4091839634365897e-13, 0.07221993906134583, 0.0, 0.09970268139316962, 0.0001176092560817299, 9.890219754282725e-10, 0.00010651975960995763, 1.0653700144303002e-12, 2.1501644908994422e-10, 1.7474910407599964e-13, 0.001101770744519559, 0.08876414063719018, 2.1901369606780463e-11, 4.6501431298917595e-06, 0.02113474016977368, 0.0, 0.0, 5.6061247422078964e-08, 0.0, 0.15428100226702668, 4.870548409030562e-12, 0.05269627748751571, 4.4913013308445215e-09, 0.05292432829362914, 0.0, 0.2526020998275249, 0.0, 0.0, 3.722591679355958e-08, 0.8481965004041383, 0.0014521670051799163, 0.8769206459689516, 0.0, 0.010193193233288822, 0.057127200292478975, 0.0, 1.045924858056324e-06, 1.0091927293842673e-12, 1.9854518773509966e-06, 4.744593606886838e-10, 0.09247632459424171, 6.634036375796626e-07, 0.00185396545666916, 0.9095134427498923, 3.150479876978807e-11, 2.8693114551003873e-10, 0.0006589005642576584, 9.403363419591138e-05, 0.0, 0.15285684789812093, 0.24699910481397191, 0.4084322596061134, 0.007257103592685832]",1.5873530060384056e-06
BYBITSPOT->BITGET,5s,5,25,"[0.4978416008691142, 2.175054888109429e-05, 0.06448373238271277, 0.0, 6.064208137868121e-07, 6.068202045295124e-07, 0.0, 0.005479635923934412, 9.656275778979762e-12, 0.301380323013525, 1.3362866368993309e-11, 1.180722186688854e-11, 0.1942751602086168, 0.0, 0.0, 5.084821452783217e-14, 0.0, 0.46088589506755273, 0.0, 0.0, 2.220446049250313e-16, 8.46816610167167e-07, 0.008030775981976213, 0.0, 1.454392162258955e-13, 0.020652292280401774, 0.0, 0.7942796822303608, 4.884981308350689e-15, 5.4819865091815245e-08, 4.6629367034256575e-15, 0.0, 0.0010417881850757205, 0.0, 0.0013521188295610997, 0.0, 0.12000820818671665, 0.0, 0.0, 0.09938884254767899, 0.010686738315388133, 0.06496037758467477, 4.6844815727364875e-05, 3.633186729246063e-08, 0.0, 0.0, 1.5499601602186885e-11, 5.093500019537345e-07, 0.6103461413015179, 0.0, 0.5085523713752282, 7.35807637042285e-10, 0.0, 0.11652423207458451, 1.4330040509769049e-06, 5.175045400029887e-05, 0.0, 2.5383312118876233e-08, 0.5449082336694135, 1.1301704943234014e-05, 5.713651773930906e-12, 3.961204249947059e-06, 0.0, 0.0, 0.0017659723365957003, 2.156053113822054e-13, 0.00018952008622674654, 4.074833933165323e-06, 0.7115110049859315, 4.440892098500626e-16, 0.7101219523238367, 0.0, 0.000556251993243384, 0.0, 0.0, 0.0013757008931685188, 0.012439616776335649, 3.9836481002808455e-08, 0.013782974230936995, 0.0, 1.0773367844496562e-06, 0.6855413931949008, 0.0, 6.519229600598919e-13, 0.0, 1.6484591469634324e-12, 8.69068451672117e-05, 0.5320407326171637, 3.3861802251067274e-13, 0.4200809835058199, 0.0154505512656411, 1.443314150484376e-05, 0.0, 1.1066248584157279e-08, 5.211742148958365e-10, 0.0, 0.3799514210045225, 0.25016361008734633, 0.001720265438466706, 5.959602036309519e-07]",4.732817304731185e-08
BYBITSPOT->BITGET,5s,10,50,"[0.42829800611117186, 3.5847641803643526e-05, 0.04962300379438056, 0.0, 1.0830183725385467e-06, 1.0837167041533036e-06, 0.0, 0.0038292866180180685, 2.103139884468419e-11, 0.25107341564931485, 2.8955504660643783e-11, 2.563482759398994e-11, 0.2363649136055408, 0.0, 0.0, 1.1968204205459188e-13, 0.0, 0.533031689499543, 0.0, 0.0, 2.220446049250313e-16, 1.5017421253205043e-06, 0.011177808253696186, 0.0, 3.375077994860476e-13, 0.02776864517219524, 0.0, 0.8833854292329562, 1.2212453270876722e-14, 1.0275986439545193e-07, 1.1324274851176597e-14, 0.0, 0.001548580513201836, 0.0, 0.0009026618105214546, 0.0, 0.14962204247034672, 0.0, 0.0, 0.12503754216044216, 0.007647529403502995, 0.08332553306667267, 7.576516392582278e-05, 6.86461656407289e-08, 0.0, 0.0, 3.3506974972397074e-11, 2.7841580640952657e-07, 0.6924447322414689, 0.0, 0.5843255980331667, 1.492315604423311e-09, 2.220446049250313e-16, 0.09220623691304475, 8.011682037789569e-07, 3.1516757802219075e-05, 0.0, 4.8288603116120044e-08, 0.623155817454371, 6.627275679349509e-06, 1.2546630401288894e-11, 6.792377200248723e-06, 0.0, 0.0, 0.0011888443800556203, 9.059419880941277e-14, 0.00029562197852661676, 2.332716257713585e-06, 0.7981315478541313, 8.881784197001252e-16, 0.7966916663713741, 0.0, 0.000842145138512107, 0.0, 0.0, 0.0009188979735268443, 0.01704608339981939, 7.513501909528486e-08, 0.0188161018414148, 0.0, 1.900779331265312e-06, 0.7711607124893027, 0.0, 1.4794832026154836e-12, 0.0, 3.68949315543432e-12, 5.364785493622293e-05, 0.6094406731754543, 7.760458942129844e-13, 0.3573027277217711, 0.02100363647205672, 8.51373838384184e-06, 0.0, 2.1382193349239742e-08, 1.063300114623189e-09, 0.0, 0.4448648219992446, 0.30019555215527083, 0.0025184967571847405, 1.0647245012318507e-06]",8.89474417453684e-08
BITGET->BINANCE,5s,1,5,"[7.721379380321025e-08, 0.4703156740767529, 9.276712731320913e-11, 0.0, 0.9846954560198116, 0.9845994652447985, 0.0, 1.9229062786507711e-13, 0.08810979417466669, 1.1359462481763671e-08, 0.09669959297517972, 0.09334468244300331, 0.0004513618393022778, 0.0, 0.0, 0.017052700527334874, 1.3070746707199987e-08, 5.401778629643417e-05, 8.745163926349164e-07, 0.0, 0.0, 0.935776225779785, 0.025741064962951032, 0.0, 0.024172673569450076, 0.0108323887222046, 2.1418644635673445e-11, 7.204961990137093e-06, 0.007662929359450121, 0.6872863683673862, 0.007486398355343482, 0.0, 0.10176712766181595, 1.8148746949719907e-09, 8.659739592076221e-15, 5.726530361016557e-13, 0.0010922714964274327, 0.0, 1.3322676295501878e-15, 0.001484548213510406, 9.183764859699295e-13, 0.002781342604148751, 0.37469266096074083, 0.6372787114922118, 0.0, 0.0004003236044300973, 0.10085882252485945, 0.0, 2.1127886119520767e-05, 0.0, 3.964014789548109e-05, 0.277043975927576, 0.0012577595532712316, 5.138089953504732e-10, 0.0, 0.0, 1.0140503344135965e-05, 0.595462890047195, 3.152702301245647e-05, 0.0, 0.07564457072404784, 0.7079534247754105, 1.8986057170877757e-10, 2.1149748619109232e-12, 1.532107773982716e-14, 0.0, 0.22722663086554507, 0.0, 1.1621505981773694e-05, 0.0027673521832809467, 1.1715853471594428e-05, 0.0, 0.14082867634433027, 0.0, 0.0, 9.103828801926284e-15, 0.017638562589705087, 0.6482873909329845, 0.01605520741664268, 0.0, 0.900270205328495, 1.3524308462020684e-05, 0.0, 0.039109744656226963, 2.799872273850923e-05, 0.052134186488185685, 0.0, 3.416762352848046e-05, 0.03177530979873344, 3.9141446972479343e-08, 0.014420461437995247, 0.0, 0.0006507092938530246, 0.5053114512749284, 0.25492226365264337, 0.0, 9.431743101995238e-05, 0.00026436099169613314, 0.07627352335380988, 0.9872316144839217]",2.976287287548285e-05
BITGET->BINANCE,5s,2,10,"[0.02384845654819645, 0.01667971267035062, 0.0007637032597715976, 0.0, 0.001960141535911619, 0.0019609367813482326, 0.0, 2.2089664560187572e-05, 1.4384957087720807e-06, 0.00944620978035382, 1.7948141557422304e-06, 1.6497854442576454e-06, 0.6945358732036884, 0.0, 0.0, 3.819705329810574e-08, 0.0, 0.3562890789314752, 1.1102230246251565e-15, 0.0, 0.0, 0.0024066496669650217, 0.37579280975863893, 0.0, 7.963922388221079e-08, 0.57027028520073, 0.0, 0.16981692361580647, 7.485264186257723e-09, 0.00043530292817184346, 7.145324554258536e-09, 0.0, 0.13901843206736508, 0.0, 3.381338951280455e-06, 0.0, 0.8806587580046286, 0.0, 0.0, 0.9504264313985, 5.565587319456e-05, 0.9007914935284349, 0.025881569593277476, 0.00033498507929796695, 0.0, 2.8957947151297958e-11, 1.985371630874866e-06, 1.9785462157528855e-10, 0.25524454475950664, 0.0, 0.3199566093362112, 2.649554384226427e-05, 2.330662329796951e-10, 0.0019233309286883493, 6.748008818391327e-10, 5.2635532599154544e-08, 5.284661597215745e-14, 0.00026633597036229695, 0.29502511632504524, 8.111645133368484e-09, 1.0052467056542724e-06, 0.006126441559690221, 0.0, 0.0, 4.811929670500703e-06, 0.0, 0.05636146976175538, 2.3591704145786707e-09, 0.20417626372680187, 1.0271428152464068e-09, 0.20480475933232922, 0.0, 0.10036601682304136, 0.0, 0.0, 3.4592422255563804e-06, 0.4577062608044957, 0.00035525379039968996, 0.4788930457365175, 0.0, 0.0027886957986453798, 0.21623798684223017, 0.0, 2.257125373272828e-07, 2.8754776337791554e-13, 4.282988221859796e-07, 1.0042442899482751e-07, 0.30359714962252715, 1.433407887940774e-07, 0.01727282436986677, 0.5034193648553225, 1.0930036209444438e-08, 6.954237186107548e-11, 0.0001561065745885326, 2.1081441746728657e-05, 0.0, 0.4297532372383326, 0.5942865859224389, 0.17924789686799203, 0.0019392380536684684]",1.8900928933085481e-06
BITGET->BINANCE,5s,3,15,"[0.7183280614234775, 1.7615625019562486e-05, 0.14225602857191078, 3.3306690738754696e-15, 5.870458110734944e-07, 5.874116568715948e-07, 0.0, 0.019019154024318308, 1.84368076361352e-11, 0.48593658477519686, 2.4963364708696645e-11, 2.224109785231576e-11, 0.13185145420643352, 0.0, 0.0, 1.3944401189291966e-13, 0.0, 0.32859090045705863, 0.0, 0.0, 8.815170815523743e-14, 8.052680826597935e-07, 0.005347074464223223, 0.0, 3.7059244561987725e-13, 0.013612880215661427, 0.0, 0.5985598547389572, 1.6209256159527285e-14, 6.069345670489668e-08, 1.532107773982716e-14, 0.0, 0.0007272649549991961, 0.0, 0.005976820708686548, 0.0, 0.08021180750757351, 0.0, 0.0, 0.06614569480291332, 0.03293805292589824, 0.04294004529175566, 3.6675486705606275e-05, 4.119789309697808e-08, 0.0, 0.0, 2.8668845075685567e-11, 7.906023407722174e-06, 0.44627201517866144, 0.0, 0.3655467028163646, 1.0583141030195975e-09, 2.220446049250313e-16, 0.22879965753412623, 1.8996383367886338e-05, 0.000391375553941975, 0.0, 2.9395084810701633e-08, 0.39409439418348, 0.0001087735234435172, 1.1302292435289019e-11, 3.4792267962213685e-06, 0.0, 0.0, 0.007459013714083751, 2.7859714535338753e-11, 0.00014020965515104677, 4.598043341919045e-05, 0.5289827518907613, 1.3322676295501878e-15, 0.5278299383479821, 1.3322676295501878e-15, 0.00039606283532722664, 2.220446049250313e-16, 0.0, 0.006063225312312959, 0.008234513211919925, 4.492978811221349e-08, 0.009113835254805025, 0.0, 1.0115234332364054e-06, 0.5075096103058194, 4.440892098500626e-14, 1.496136547984861e-12, 0.0, 3.5491609651217004e-12, 0.0006047079196409566, 0.38395462208465325, 8.133493878403897e-13, 0.6297737077376953, 0.010205465828237337, 0.0001336752051954715, 0.0, 1.3464270587348892e-08, 7.661928869140411e-10, 0.0, 0.26706837740649636, 0.17166198520575882, 0.001183940628951552, 5.774593274665563e-07]",5.281162240855508e-08
BITGET->BINANCE,5s,5,25,"[4.693770948804854e-06, 0.9411983907389867, 1.3228818929178487e-08, 0.0, 0.43748442725970405, 0.43755544166611493, 0.0, 5.4124482673501007e-11, 0.012395045766495194, 8.939360860438228e-07, 0.01403676711568247, 0.013388682713351585, 0.006681760595727004, 0.0, 0.0, 0.001469723552611768, 9.253819932553142e-11, 0.0011877392603287795, 1.117199799338664e-08, 0.0, 0.0, 0.4745713167141039, 0.1514939347687132, 0.0, 0.002292654552779272, 0.07973262040675655, 6.94999613415348e-14, 0.00022259734830476496, 0.0005371727387624148, 0.2308800170176768, 0.0005217729345701194, 0.0, 0.400604726290436, 9.972467296393006e-12, 3.3510971775285725e-12, 1.3322676295501878e-15, 0.013517997160267026, 0.0, 0.0, 0.017224004879454746, 2.1921442439065686e-10, 0.028155130732169464, 0.9267216493594668, 0.20513811970790252, 0.0, 1.4611802676700592e-05, 0.01485223790683543, 0.0, 0.0005463564116150454, 0.0, 0.0009201823533291353, 0.05978336213592783, 5.8157191992425084e-05, 5.975123529289306e-08, 0.0, 8.659739592076221e-15, 1.9052542521436067e-07, 0.184685615458134, 0.0007614406050016065, 6.661338147750939e-16, 0.010118448046996686, 0.6736975065307536, 7.924771949774367e-13, 5.329070518200751e-15, 5.623057575121493e-12, 0.0, 0.6805174635000517, 0.0, 0.00033207805034107807, 0.00015230967610291302, 0.00033432777125219637, 0.0, 0.4984588641097516, 0.0, 0.0, 3.4647840152501885e-12, 0.1147270867174266, 0.21068403285367676, 0.1069975421609306, 0.0, 0.5026488188258411, 0.0003768752657653529, 0.0, 0.004261027712021637, 6.24558693873567e-07, 0.0061965887566926, 2.1538326677728037e-14, 0.0008138452189465628, 0.0032575177637788055, 2.611604612789975e-06, 0.09878065186147267, 1.1102230246251565e-15, 2.6201774477874196e-05, 0.14383534634214956, 0.05312956745726183, 0.0, 0.0018770251461661669, 0.004342180355266567, 0.3286093164210482, 0.4356106262794852]",0.0002773376993229215
BITGET->BINANCE,5s,10,50,"[0.0006819621756259941, 0.20922176099035927, 6.723017824894484e-06, 0.0, 0.05019594266431904, 0.05021005086383812, 0.0, 7.498510057324381e-08, 0.0002313545725602939, 0.00018959475275326376, 0.00027507662145431766, 0.00025754417695544873, 0.12590079984412084, 0.0, 0.0, 1.2906034590365323e-05, 1.887379141862766e-14, 0.03939007667818162, 5.518696610806728e-12, 0.0, 0.0, 0.057839240834652195, 0.8008187964268174, 0.0, 2.330724681520735e-05, 0.5684915347784418, 0.0, 0.012063318051029226, 3.442693774502459e-06, 0.01731964843752065, 3.3147247930909174e-06, 0.0, 0.7327592864672272, 1.3322676295501878e-15, 7.378526456491841e-09, 0.0, 0.1977645485555164, 0.0, 0.0, 0.2301390648128907, 2.3815272354177353e-07, 0.31096400283182923, 0.2757172269384489, 0.014333784974936536, 0.0, 3.4881815436094143e-08, 0.00029762908317043646, 6.505906924303417e-14, 0.022889717507416085, 0.0, 0.03299401190768281, 0.002184258354352986, 1.9837181275406124e-07, 2.2491132545487957e-05, 2.7400304247748863e-13, 4.7840398309517695e-11, 1.6769363675450677e-10, 0.01213510547049701, 0.028906780183702407, 5.155875726359227e-12, 0.0001746625510170574, 0.10893920179695238, 0.0, 0.0, 1.1379961417645745e-08, 0.0, 0.44116498139311355, 1.1959322421262186e-12, 0.016072287810295904, 6.761768365226573e-07, 0.016149973278223984, 0.0, 0.6135031847359529, 0.0, 0.0, 7.58757301433377e-09, 0.692607440187909, 0.014956520522066752, 0.6672972334860843, 0.0, 0.06399869642800682, 0.017590308408410138, 0.0, 5.3589536924025793e-05, 7.111002897630669e-10, 8.911170688685743e-05, 1.0375522663252923e-10, 0.030284500288914717, 3.7311283743513e-05, 0.000434868801902244, 0.6391977739836694, 7.34590166473481e-12, 7.253201683710131e-08, 0.008209045524576686, 0.001836794957790655, 0.0, 0.05394485316335795, 0.09484738773491519, 0.8375090449022236, 0.04982440507339159]",3.0309265279360176e-05
BITGET->COINBASE,5s,1,5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
BITGET->COINBASE,5s,2,10,"[0.0, 2.014077793432989e-11, 0.0, 0.0, 1.0429808128264995e-09, 1.0423075735843668e-09, 0.0, 0.0, 3.768392542902177e-06, 0.0, 3.1339345423209153e-06, 3.3629896514231206e-06, 0.0, 8.228720645098164e-06, 0.0010581077389137938, 5.340719381341508e-05, 0.22784389917714165, 0.0, 0.06212533332321235, 0.19092514153828355, 0.0, 7.492741982417783e-10, 1.3322676295501878e-15, 0.16570030080585108, 3.284585921825567e-05, 0.0, 0.7364821262219086, 0.0, 0.0001452694224692852, 9.402773004651976e-09, 0.00014925608081450825, 0.0, 6.972200594645983e-14, 0.35573518182109054, 0.0, 0.9179288932711611, 0.0, 2.026197773785654e-06, 0.43625651791721287, 0.0, 0.0, 0.0, 7.540190694044213e-12, 1.331011478811206e-08, 0.08461607540247695, 0.0022939917284232614, 2.878402472150654e-06, 0.0, 0.0, 0.0004407851216501335, 0.0, 2.5462921704466623e-07, 0.0009025939401434702, 0.0, 0.0, 0.0, 0.021544270671888688, 1.790830195247395e-08, 0.0, 0.0, 5.048038866029003e-06, 1.4809575787921858e-10, 0.5368756805824906, 0.9585324964011817, 0.0, 0.0, 1.071143174158351e-12, 0.0, 0.0, 0.0004327301080579993, 0.0, 0.0, 2.0095036745715333e-13, 0.0, 0.0, 0.0, 4.440892098500626e-16, 1.2322141751397453e-08, 4.440892098500626e-16, 8.385562915158573e-07, 5.87808024476999e-10, 0.0, 0.0, 1.581840526165834e-05, 0.012716900406645415, 9.833668801473294e-06, 0.0, 0.0, 2.1886024337058885e-05, 0.0, 2.220446049250313e-16, 0.0, 0.0015713252225986185, 3.4850055508073297e-08, 3.2198314614539925e-07, 0.1030840043301049, 0.0, 0.0, 2.842170943040401e-14, 1.0609177980569484e-09]",4.305666934101282e-12
BITGET->COINBASE,5s,3,15,"[1.0300452084610612e-06, 0.3692078922923909, 5.438731021101262e-09, 0.0, 0.7676159425045697, 0.7675371555424559, 0.0, 4.572608958142155e-11, 0.23680572301841085, 2.2970753987827663e-07, 0.2522271435542518, 0.24625958252416047, 0.0010147254632926206, 0.0, 0.0, 0.07737931405515375, 4.317006981224836e-06, 0.0001837796746810838, 8.232141245723135e-05, 1.234123914173324e-12, 0.0, 0.7277441128730366, 0.028465425212329976, 6.996625501187737e-13, 0.09820536732141161, 0.013762880680034062, 4.692201693856646e-08, 3.688757628572681e-05, 0.04474738132988887, 0.9473518370762555, 0.04403788882209847, 0.0, 0.09260514739823278, 1.0760073394511238e-06, 4.215072735291869e-12, 3.616765553715595e-09, 0.002080130739749775, 0.0, 4.895261973558718e-11, 0.002671860902977663, 1.5279044696114852e-10, 0.00446833375759037, 0.29831705421915533, 0.9004003874005237, 5.617728504603292e-14, 0.005854864823867434, 0.2595321761302096, 0.0, 8.682142273586102e-05, 0.0, 0.00014347871819642144, 0.5138908525581471, 0.012911444331898059, 2.0559452806878653e-08, 2.220446049250313e-16, 2.708944180085382e-14, 0.00045575901468830615, 0.8602133463725234, 0.0001194889119020548, 3.1086244689504383e-15, 0.21351831380068265, 0.5483838792844531, 2.1909330372160696e-07, 9.123311439651616e-09, 6.55853149567065e-12, 0.0, 0.1887749255544906, 6.661338147750939e-16, 5.393849279000662e-05, 0.022228571516600404, 5.428653262584682e-05, 0.0, 0.12318624373994114, 0.0, 0.0, 4.3367531787907865e-12, 0.02069948807222488, 0.9108359450599841, 0.019127822644689596, 0.0, 0.6991398117332315, 6.0855003817472664e-05, 0.0, 0.1363374549305647, 0.0009244744323082532, 0.16579990838292002, 5.81756864903582e-14, 0.00012741729233467503, 0.11834597553768234, 6.047286840171751e-07, 0.017481195555927753, 4.440892098500626e-15, 0.008191927497069873, 0.7702692436665488, 0.4858440210272166, 1.1501910535116622e-13, 0.0002872828144284689, 0.000658465599489233, 0.07206166668725422, 0.7696983667426758]",0.00013544800526554823
