edge,tsi,significant_windows,total_windows,n_obs,environment,day,frequency
BINANCE->BITGET,0.3242320819112628,95,293,5764,Vol_Med,2025-09-01,5S
COINBASE->BINANCE,0.2884012539184953,92,319,5250,Vol_Med,2025-09-01,5S
COINBASE->BYBITSPOT,0.26198083067092653,82,313,5789,Vol_Med,2025-09-01,5S
COINBASE->BITGET,0.32781456953642385,99,302,5831,Vol_Med,2025-09-01,5S
BYBITSPOT->BINANCE,0.3656957928802589,113,309,5582,Vol_Med,2025-09-01,5S
BYBITSPOT->COINBASE,0.23174603174603176,73,315,5785,Vol_Med,2025-09-01,5S
BYBITSPOT->BITGET,0.2901023890784983,85,293,5297,Vol_Med,2025-09-01,5S
BITGET->BINANCE,0.28668941979522183,84,293,5766,Vol_Med,2025-09-01,5S
BITGET->COINBASE,0.24342105263157895,74,304,5816,Vol_Med,2025-09-01,5S
BITGET->BYBITSPOT,0.23875432525951557,69,289,5279,Vol_Med,2025-09-01,5S
BINANCE->COINBASE,0.569811320754717,151,265,5795,Vol_High,2025-09-01,5S
BINANCE->BYBITSPOT,0.3438914027149321,76,221,5012,Vol_High,2025-09-01,5S
BINANCE->BITGET,0.26244343891402716,58,221,4955,Vol_High,2025-09-01,5S
COINBASE->BINANCE,0.2765151515151515,73,264,5795,Vol_High,2025-09-01,5S
COINBASE->BYBITSPOT,0.28294573643410853,73,258,6129,Vol_High,2025-09-01,5S
COINBASE->BITGET,0.26053639846743293,68,261,6200,Vol_High,2025-09-01,5S
BYBITSPOT->BINANCE,0.2311111111111111,52,225,5012,Vol_High,2025-09-01,5S
BYBITSPOT->COINBASE,0.24621212121212122,65,264,6129,Vol_High,2025-09-01,5S
BYBITSPOT->BITGET,0.34156378600823045,83,243,5405,Vol_High,2025-09-01,5S
BITGET->BINANCE,0.2863636363636364,63,220,4955,Vol_High,2025-09-01,5S
BITGET->COINBASE,0.2518796992481203,67,266,6200,Vol_High,2025-09-01,5S
BITGET->BYBITSPOT,0.31275720164609055,76,243,5405,Vol_High,2025-09-01,5S
BINANCE->COINBASE,0.7975567190226877,457,573,10883,Wash_Low,2025-09-01,5S
BINANCE->BYBITSPOT,0.31382978723404253,177,564,10861,Wash_Low,2025-09-01,5S
BINANCE->BITGET,0.27964601769911507,158,565,10726,Wash_Low,2025-09-01,5S
COINBASE->BINANCE,0.4930313588850174,283,574,10897,Wash_Low,2025-09-01,5S
COINBASE->BYBITSPOT,0.30973451327433627,175,565,11411,Wash_Low,2025-09-01,5S
COINBASE->BITGET,0.30973451327433627,175,565,11274,Wash_Low,2025-09-01,5S
BYBITSPOT->BINANCE,0.2700348432055749,155,574,10861,Wash_Low,2025-09-01,5S
BYBITSPOT->COINBASE,0.24390243902439024,140,574,11411,Wash_Low,2025-09-01,5S
BYBITSPOT->BITGET,0.2961672473867596,170,574,10806,Wash_Low,2025-09-01,5S
BITGET->BINANCE,0.28222996515679444,162,574,10726,Wash_Low,2025-09-01,5S
BITGET->COINBASE,0.2578397212543554,148,574,11274,Wash_Low,2025-09-01,5S
BITGET->BYBITSPOT,0.2961672473867596,170,574,10806,Wash_Low,2025-09-01,5S
BINANCE->COINBASE,0.8780918727915195,497,566,6353,Wash_High,2025-09-01,5S
BINANCE->BYBITSPOT,0.7971274685816876,444,557,5835,Wash_High,2025-09-01,5S
BINANCE->BITGET,0.7907801418439716,446,564,5988,Wash_High,2025-09-01,5S
COINBASE->BINANCE,0.9312169312169312,528,567,6368,Wash_High,2025-09-01,5S
COINBASE->BYBITSPOT,0.9293478260869565,513,552,5277,Wash_High,2025-09-01,5S
COINBASE->BITGET,0.9243243243243243,513,555,5433,Wash_High,2025-09-01,5S
BYBITSPOT->BINANCE,0.851063829787234,480,564,5835,Wash_High,2025-09-01,5S
BYBITSPOT->COINBASE,0.851063829787234,480,564,5277,Wash_High,2025-09-01,5S
BYBITSPOT->BITGET,0.8650088809946714,487,563,5626,Wash_High,2025-09-01,5S
BITGET->BINANCE,0.8126094570928196,464,571,5988,Wash_High,2025-09-01,5S
BITGET->COINBASE,0.8333333333333334,470,564,5433,Wash_High,2025-09-01,5S
BITGET->BYBITSPOT,0.813953488372093,455,559,5626,Wash_High,2025-09-01,5S
BINANCE->COINBASE,0.387434554973822,222,573,8622,Full,2025-09-01,10S
BINANCE->BYBITSPOT,0.26194690265486725,148,565,8488,Full,2025-09-01,10S
BINANCE->BITGET,0.26017699115044246,147,565,8476,Full,2025-09-01,10S
COINBASE->BINANCE,0.28222996515679444,162,574,8639,Full,2025-09-01,10S
COINBASE->BYBITSPOT,0.2867256637168142,162,565,8491,Full,2025-09-01,10S
COINBASE->BITGET,0.30265486725663715,171,565,8479,Full,2025-09-01,10S
BYBITSPOT->BINANCE,0.30313588850174217,174,574,8623,Full,2025-09-01,10S
BYBITSPOT->COINBASE,0.259581881533101,149,574,8622,Full,2025-09-01,10S
BYBITSPOT->BITGET,0.34668989547038326,199,574,8586,Full,2025-09-01,10S
BITGET->BINANCE,0.29094076655052264,167,574,8587,Full,2025-09-01,10S
BITGET->COINBASE,0.2456445993031359,141,574,8587,Full,2025-09-01,10S
BITGET->BYBITSPOT,0.2665505226480836,153,574,8552,Full,2025-09-01,10S
BINANCE->COINBASE,0.3684210526315789,91,247,3067,Vol_Low,2025-09-01,10S
BINANCE->BYBITSPOT,0.24680851063829787,58,235,3089,Vol_Low,2025-09-01,10S
BINANCE->BITGET,0.24568965517241378,57,232,3033,Vol_Low,2025-09-01,10S
COINBASE->BINANCE,0.3183673469387755,78,245,3083,Vol_Low,2025-09-01,10S
COINBASE->BYBITSPOT,0.34574468085106386,65,188,2412,Vol_Low,2025-09-01,10S
COINBASE->BITGET,0.36666666666666664,66,180,2360,Vol_Low,2025-09-01,10S
BYBITSPOT->BINANCE,0.3148936170212766,74,235,3162,Vol_Low,2025-09-01,10S
BYBITSPOT->COINBASE,0.3193717277486911,61,191,2470,Vol_Low,2025-09-01,10S
BYBITSPOT->BITGET,0.32608695652173914,75,230,3008,Vol_Low,2025-09-01,10S
BITGET->BINANCE,0.30638297872340425,72,235,3104,Vol_Low,2025-09-01,10S
BITGET->COINBASE,0.25773195876288657,50,194,2436,Vol_Low,2025-09-01,10S
BITGET->BYBITSPOT,0.25957446808510637,61,235,3027,Vol_Low,2025-09-01,10S
BINANCE->COINBASE,0.39148936170212767,92,235,2638,Vol_Med,2025-09-01,10S
BINANCE->BYBITSPOT,0.2885375494071146,73,253,2840,Vol_Med,2025-09-01,10S
BINANCE->BITGET,0.35294117647058826,90,255,2913,Vol_Med,2025-09-01,10S
COINBASE->BINANCE,0.3924050632911392,93,237,2636,Vol_Med,2025-09-01,10S
COINBASE->BYBITSPOT,0.3858267716535433,98,254,2958,Vol_Med,2025-09-01,10S
COINBASE->BITGET,0.40310077519379844,104,258,2964,Vol_Med,2025-09-01,10S
BYBITSPOT->BINANCE,0.3780487804878049,93,246,2878,Vol_Med,2025-09-01,10S
BYBITSPOT->COINBASE,0.26136363636363635,69,264,3009,Vol_Med,2025-09-01,10S
BYBITSPOT->BITGET,0.47717842323651455,115,241,2772,Vol_Med,2025-09-01,10S
BITGET->BINANCE,0.35135135135135137,91,259,2931,Vol_Med,2025-09-01,10S
BITGET->COINBASE,0.3230769230769231,84,260,2979,Vol_Med,2025-09-01,10S
BITGET->BYBITSPOT,0.3054393305439331,73,239,2732,Vol_Med,2025-09-01,10S
BINANCE->COINBASE,0.39565217391304347,91,230,2917,Vol_High,2025-09-01,10S
BINANCE->BYBITSPOT,0.30198019801980197,61,202,2559,Vol_High,2025-09-01,10S
BINANCE->BITGET,0.3484848484848485,69,198,2530,Vol_High,2025-09-01,10S
COINBASE->BINANCE,0.31759656652360513,74,233,2920,Vol_High,2025-09-01,10S
COINBASE->BYBITSPOT,0.28991596638655465,69,238,3121,Vol_High,2025-09-01,10S
COINBASE->BITGET,0.3247863247863248,76,234,3155,Vol_High,2025-09-01,10S
BYBITSPOT->BINANCE,0.35,70,200,2583,Vol_High,2025-09-01,10S
BYBITSPOT->COINBASE,0.3305439330543933,79,239,3143,Vol_High,2025-09-01,10S
BYBITSPOT->BITGET,0.38990825688073394,85,218,2806,Vol_High,2025-09-01,10S
BITGET->BINANCE,0.29743589743589743,58,195,2552,Vol_High,2025-09-01,10S
BITGET->COINBASE,0.3025210084033613,72,238,3172,Vol_High,2025-09-01,10S
BITGET->BYBITSPOT,0.3317757009345794,71,214,2793,Vol_High,2025-09-01,10S
BINANCE->COINBASE,0.46557971014492755,257,552,4729,Wash_Low,2025-09-01,10S
BINANCE->BYBITSPOT,0.39162112932604737,215,549,4564,Wash_Low,2025-09-01,10S
BINANCE->BITGET,0.4029574861367837,218,541,4453,Wash_Low,2025-09-01,10S
COINBASE->BINANCE,0.48188405797101447,266,552,4712,Wash_Low,2025-09-01,10S
COINBASE->BYBITSPOT,0.37924865831842575,212,559,4953,Wash_Low,2025-09-01,10S
COINBASE->BITGET,0.41889483065953653,235,561,4860,Wash_Low,2025-09-01,10S
BYBITSPOT->BINANCE,0.41532976827094475,233,561,4651,Wash_Low,2025-09-01,10S
BYBITSPOT->COINBASE,0.3215547703180212,182,566,5081,Wash_Low,2025-09-01,10S
BYBITSPOT->BITGET,0.41889483065953653,235,561,4801,Wash_Low,2025-09-01,10S
BITGET->BINANCE,0.42010771992818674,234,557,4550,Wash_Low,2025-09-01,10S
BITGET->COINBASE,0.36952714535901926,211,571,4978,Wash_Low,2025-09-01,10S
BITGET->BYBITSPOT,0.3770197486535009,210,557,4770,Wash_Low,2025-09-01,10S
BINANCE->COINBASE,0.5288065843621399,257,486,3893,Wash_High,2025-09-01,10S
BINANCE->BYBITSPOT,0.4627450980392157,236,510,3924,Wash_High,2025-09-01,10S
BINANCE->BITGET,0.4324853228962818,221,511,4023,Wash_High,2025-09-01,10S
COINBASE->BINANCE,0.6092184368737475,304,499,3927,Wash_High,2025-09-01,10S
COINBASE->BYBITSPOT,0.5249457700650759,242,461,3538,Wash_High,2025-09-01,10S
COINBASE->BITGET,0.5621052631578948,267,475,3619,Wash_High,2025-09-01,10S
BYBITSPOT->BINANCE,0.5300970873786408,273,515,3972,Wash_High,2025-09-01,10S
BYBITSPOT->COINBASE,0.3978021978021978,181,455,3541,Wash_High,2025-09-01,10S
BYBITSPOT->BITGET,0.5214592274678111,243,466,3785,Wash_High,2025-09-01,10S
BITGET->BINANCE,0.475,247,520,4037,Wash_High,2025-09-01,10S
BITGET->COINBASE,0.38675213675213677,181,468,3609,Wash_High,2025-09-01,10S
BITGET->BYBITSPOT,0.4577319587628866,222,485,3782,Wash_High,2025-09-01,10S
BINANCE->COINBASE,0.31413612565445026,180,573,5748,Full,2025-09-01,15S
BINANCE->BYBITSPOT,0.3238938053097345,183,565,5661,Full,2025-09-01,15S
BINANCE->BITGET,0.2938053097345133,166,565,5657,Full,2025-09-01,15S
COINBASE->BINANCE,0.367595818815331,211,574,5760,Full,2025-09-01,15S
COINBASE->BYBITSPOT,0.3911504424778761,221,565,5664,Full,2025-09-01,15S
COINBASE->BITGET,0.368141592920354,208,565,5660,Full,2025-09-01,15S
BYBITSPOT->BINANCE,0.32752613240418116,188,574,5760,Full,2025-09-01,15S
BYBITSPOT->COINBASE,0.2804878048780488,161,574,5760,Full,2025-09-01,15S
BYBITSPOT->BITGET,0.3554006968641115,204,574,5750,Full,2025-09-01,15S
BITGET->BINANCE,0.3344947735191638,192,574,5742,Full,2025-09-01,15S
BITGET->COINBASE,0.26480836236933797,152,574,5741,Full,2025-09-01,15S
BITGET->BYBITSPOT,0.3083623693379791,177,574,5737,Full,2025-09-01,15S
BINANCE->COINBASE,0.29064039408866993,59,203,2036,Vol_Low,2025-09-01,15S
BINANCE->BYBITSPOT,0.3173076923076923,66,208,2062,Vol_Low,2025-09-01,15S
BINANCE->BITGET,0.345,69,200,2026,Vol_Low,2025-09-01,15S
COINBASE->BINANCE,0.4068627450980392,83,204,2053,Vol_Low,2025-09-01,15S
COINBASE->BYBITSPOT,0.4140127388535032,65,157,1603,Vol_Low,2025-09-01,15S
COINBASE->BITGET,0.39263803680981596,64,163,1577,Vol_Low,2025-09-01,15S
BYBITSPOT->BINANCE,0.38497652582159625,82,213,2111,Vol_Low,2025-09-01,15S
BYBITSPOT->COINBASE,0.33962264150943394,54,159,1643,Vol_Low,2025-09-01,15S
BYBITSPOT->BITGET,0.3253588516746411,68,209,2029,Vol_Low,2025-09-01,15S
BITGET->BINANCE,0.4258373205741627,89,209,2076,Vol_Low,2025-09-01,15S
BITGET->COINBASE,0.31547619047619047,53,168,1629,Vol_Low,2025-09-01,15S
BITGET->BYBITSPOT,0.28640776699029125,59,206,2035,Vol_Low,2025-09-01,15S
BINANCE->COINBASE,0.39634146341463417,65,164,1765,Vol_Med,2025-09-01,15S
BINANCE->BYBITSPOT,0.35978835978835977,68,189,1891,Vol_Med,2025-09-01,15S
BINANCE->BITGET,0.295,59,200,1944,Vol_Med,2025-09-01,15S
COINBASE->BINANCE,0.4166666666666667,70,168,1762,Vol_Med,2025-09-01,15S
COINBASE->BYBITSPOT,0.39903846153846156,83,208,1973,Vol_Med,2025-09-01,15S
COINBASE->BITGET,0.373134328358209,75,201,1977,Vol_Med,2025-09-01,15S
BYBITSPOT->BINANCE,0.45549738219895286,87,191,1925,Vol_Med,2025-09-01,15S
BYBITSPOT->COINBASE,0.3173076923076923,66,208,2014,Vol_Med,2025-09-01,15S
BYBITSPOT->BITGET,0.3118279569892473,58,186,1838,Vol_Med,2025-09-01,15S
BITGET->BINANCE,0.33658536585365856,69,205,1965,Vol_Med,2025-09-01,15S
BITGET->COINBASE,0.30845771144278605,62,201,1991,Vol_Med,2025-09-01,15S
BITGET->BYBITSPOT,0.425531914893617,80,188,1835,Vol_Med,2025-09-01,15S
BINANCE->COINBASE,0.32019704433497537,65,203,1947,Vol_High,2025-09-01,15S
BINANCE->BYBITSPOT,0.40229885057471265,70,174,1708,Vol_High,2025-09-01,15S
BINANCE->BITGET,0.38323353293413176,64,167,1687,Vol_High,2025-09-01,15S
COINBASE->BINANCE,0.4207920792079208,85,202,1945,Vol_High,2025-09-01,15S
COINBASE->BYBITSPOT,0.39622641509433965,84,212,2088,Vol_High,2025-09-01,15S
COINBASE->BITGET,0.36619718309859156,78,213,2106,Vol_High,2025-09-01,15S
BYBITSPOT->BINANCE,0.40229885057471265,70,174,1724,Vol_High,2025-09-01,15S
BYBITSPOT->COINBASE,0.2890995260663507,61,211,2103,Vol_High,2025-09-01,15S
BYBITSPOT->BITGET,0.44680851063829785,84,188,1883,Vol_High,2025-09-01,15S
BITGET->BINANCE,0.3160919540229885,55,174,1701,Vol_High,2025-09-01,15S
BITGET->COINBASE,0.3443396226415094,73,212,2121,Vol_High,2025-09-01,15S
BITGET->BYBITSPOT,0.3582887700534759,67,187,1867,Vol_High,2025-09-01,15S
BINANCE->COINBASE,0.35663082437275984,199,558,4267,Wash_Low,2025-09-01,15S
BINANCE->BYBITSPOT,0.3770491803278688,207,549,4161,Wash_Low,2025-09-01,15S
BINANCE->BITGET,0.3677536231884058,203,552,4156,Wash_Low,2025-09-01,15S
COINBASE->BINANCE,0.45080500894454384,252,559,4263,Wash_Low,2025-09-01,15S
COINBASE->BYBITSPOT,0.44265232974910396,247,558,4422,Wash_Low,2025-09-01,15S
COINBASE->BITGET,0.40714285714285714,228,560,4459,Wash_Low,2025-09-01,15S
BYBITSPOT->BINANCE,0.39215686274509803,220,561,4179,Wash_Low,2025-09-01,15S
BYBITSPOT->COINBASE,0.3321492007104796,187,563,4458,Wash_Low,2025-09-01,15S
BYBITSPOT->BITGET,0.39454545454545453,217,550,4222,Wash_Low,2025-09-01,15S
BITGET->BINANCE,0.3996383363471971,221,553,4174,Wash_Low,2025-09-01,15S
BITGET->COINBASE,0.3304042179261863,188,569,4456,Wash_Low,2025-09-01,15S
BITGET->BYBITSPOT,0.36727272727272725,202,550,4243,Wash_Low,2025-09-01,15S
BINANCE->COINBASE,0.5161290322580645,16,31,1481,Wash_High,2025-09-01,15S
