edge,tsi,significant_windows,total_windows,n_obs,environment,day,frequency
BYBITSPOT->BITGET,0.5019305019305019,260,518,6442,Wash_Low,2025-09-06,5S
BITGET->BINANCE,0.45985401459854014,252,548,6590,Wash_Low,2025-09-06,5S
BITGET->COINBASE,0.325497287522604,180,553,7132,Wash_Low,2025-09-06,5S
BITGET->BYBITSPOT,0.38095238095238093,200,525,6442,Wash_Low,2025-09-06,5S
BINANCE->COINBASE,0.5307557117750439,302,569,8321,Wash_High,2025-09-06,5S
BINANCE->BYBITSPOT,0.5018796992481203,267,532,7623,Wash_High,2025-09-06,5S
BINANCE->BITGET,0.5513078470824949,274,497,6825,Wash_High,2025-09-06,5S
COINBASE->BINANCE,0.6515679442508711,374,574,8334,Wash_High,2025-09-06,5S
COINBASE->BYBITSPOT,0.5623836126629422,302,537,6898,Wash_High,2025-09-06,5S
COINBASE->BITGET,0.614,307,500,6143,Wash_High,2025-09-06,5S
BYBITSPOT->BINANCE,0.5749128919860628,330,574,7623,Wash_High,2025-09-06,5S
BYBITSPOT->COINBASE,0.5749128919860628,330,574,6898,Wash_High,2025-09-06,5S
BYBITSPOT->BITGET,0.6614785992217899,340,514,5907,Wash_High,2025-09-06,5S
BITGET->BINANCE,0.5311355311355311,290,546,6825,Wash_High,2025-09-06,5S
BITGET->COINBASE,0.4934579439252336,264,535,6143,Wash_High,2025-09-06,5S
BITGET->BYBITSPOT,0.544921875,279,512,5907,Wash_High,2025-09-06,5S
BINANCE->COINBASE,0.28646748681898065,163,569,8548,Full,2025-09-06,10S
BINANCE->BYBITSPOT,0.3101503759398496,165,532,7947,Full,2025-09-06,10S
BINANCE->BITGET,0.37349397590361444,186,498,7196,Full,2025-09-06,10S
COINBASE->BINANCE,0.49825783972125437,286,574,8623,Full,2025-09-06,10S
COINBASE->BYBITSPOT,0.3538175046554935,190,537,7989,Full,2025-09-06,10S
COINBASE->BITGET,0.47808764940239046,240,502,7225,Full,2025-09-06,10S
BYBITSPOT->BINANCE,0.5104529616724739,293,574,8391,Full,2025-09-06,10S
BYBITSPOT->COINBASE,0.31881533101045295,183,574,8380,Full,2025-09-06,10S
BYBITSPOT->BITGET,0.4632768361581921,246,531,7249,Full,2025-09-06,10S
BITGET->BINANCE,0.41289198606271776,237,574,7678,Full,2025-09-06,10S
BITGET->COINBASE,0.259581881533101,149,574,7624,Full,2025-09-06,10S
BITGET->BYBITSPOT,0.3274647887323944,186,568,7344,Full,2025-09-06,10S
BINANCE->COINBASE,0.46303501945525294,119,257,3217,Vol_Low,2025-09-06,10S
BINANCE->BYBITSPOT,0.46017699115044247,104,226,2900,Vol_Low,2025-09-06,10S
BINANCE->BITGET,0.4714285714285714,99,210,2636,Vol_Low,2025-09-06,10S
COINBASE->BINANCE,0.4689922480620155,121,258,3264,Vol_Low,2025-09-06,10S
COINBASE->BYBITSPOT,0.44086021505376344,82,186,2309,Vol_Low,2025-09-06,10S
COINBASE->BITGET,0.5301204819277109,88,166,2076,Vol_Low,2025-09-06,10S
BYBITSPOT->BINANCE,0.5611814345991561,133,237,3045,Vol_Low,2025-09-06,10S
BYBITSPOT->COINBASE,0.4642857142857143,91,196,2395,Vol_Low,2025-09-06,10S
BYBITSPOT->BITGET,0.5573770491803278,102,183,2296,Vol_Low,2025-09-06,10S
BITGET->BINANCE,0.4349775784753363,97,223,2791,Vol_Low,2025-09-06,10S
BITGET->COINBASE,0.378698224852071,64,169,2169,Vol_Low,2025-09-06,10S
BITGET->BYBITSPOT,0.41711229946524064,78,187,2300,Vol_Low,2025-09-06,10S
BINANCE->COINBASE,0.38721804511278196,103,266,2919,Vol_Med,2025-09-06,10S
BINANCE->BYBITSPOT,0.37815126050420167,90,238,2670,Vol_Med,2025-09-06,10S
BINANCE->BITGET,0.4174757281553398,86,206,2272,Vol_Med,2025-09-06,10S
COINBASE->BINANCE,0.5447761194029851,146,268,2945,Vol_Med,2025-09-06,10S
COINBASE->BYBITSPOT,0.4942528735632184,129,261,2847,Vol_Med,2025-09-06,10S
COINBASE->BITGET,0.6176470588235294,126,204,2378,Vol_Med,2025-09-06,10S
BYBITSPOT->BINANCE,0.53515625,137,256,2828,Vol_Med,2025-09-06,10S
BYBITSPOT->COINBASE,0.4358974358974359,119,273,3002,Vol_Med,2025-09-06,10S
BYBITSPOT->BITGET,0.5533980582524272,114,206,2275,Vol_Med,2025-09-06,10S
BITGET->BINANCE,0.4977168949771689,109,219,2429,Vol_Med,2025-09-06,10S
BITGET->COINBASE,0.4063926940639269,89,219,2514,Vol_Med,2025-09-06,10S
BITGET->BYBITSPOT,0.41203703703703703,89,216,2319,Vol_Med,2025-09-06,10S
BINANCE->COINBASE,0.2872340425531915,54,188,2412,Vol_High,2025-09-06,10S
BINANCE->BYBITSPOT,0.30386740331491713,55,181,2377,Vol_High,2025-09-06,10S
BINANCE->BITGET,0.4088397790055249,74,181,2288,Vol_High,2025-09-06,10S
COINBASE->BINANCE,0.5175879396984925,103,199,2414,Vol_High,2025-09-06,10S
COINBASE->BYBITSPOT,0.3511111111111111,79,225,2833,Vol_High,2025-09-06,10S
COINBASE->BITGET,0.4604651162790698,99,215,2771,Vol_High,2025-09-06,10S
BYBITSPOT->BINANCE,0.4873096446700508,96,197,2518,Vol_High,2025-09-06,10S
BYBITSPOT->COINBASE,0.2948717948717949,69,234,2983,Vol_High,2025-09-06,10S
BYBITSPOT->BITGET,0.5044642857142857,113,224,2678,Vol_High,2025-09-06,10S
BITGET->BINANCE,0.3744075829383886,79,211,2458,Vol_High,2025-09-06,10S
BITGET->COINBASE,0.24596774193548387,61,248,2941,Vol_High,2025-09-06,10S
BITGET->BYBITSPOT,0.3093220338983051,73,236,2725,Vol_High,2025-09-06,10S
BINANCE->COINBASE,0.37258347978910367,212,569,6594,Wash_Low,2025-09-06,10S
BINANCE->BYBITSPOT,0.37030075187969924,197,532,5788,Wash_Low,2025-09-06,10S
BINANCE->BITGET,0.4475806451612903,222,496,5244,Wash_Low,2025-09-06,10S
COINBASE->BINANCE,0.5174216027874564,297,574,6610,Wash_Low,2025-09-06,10S
COINBASE->BYBITSPOT,0.44320297951582865,238,537,6042,Wash_Low,2025-09-06,10S
COINBASE->BITGET,0.48406374501992033,243,502,5498,Wash_Low,2025-09-06,10S
BYBITSPOT->BINANCE,0.554006968641115,318,574,5843,Wash_Low,2025-09-06,10S
BYBITSPOT->COINBASE,0.42334494773519166,243,574,6156,Wash_Low,2025-09-06,10S
BYBITSPOT->BITGET,0.5470588235294118,279,510,5151,Wash_Low,2025-09-06,10S
BITGET->BINANCE,0.5074906367041199,271,534,5354,Wash_Low,2025-09-06,10S
BITGET->COINBASE,0.36162361623616235,196,542,5606,Wash_Low,2025-09-06,10S
BITGET->BYBITSPOT,0.39453125,202,512,5201,Wash_Low,2025-09-06,10S
BINANCE->COINBASE,0.34523809523809523,29,84,1954,Wash_High,2025-09-06,10S
BINANCE->BYBITSPOT,0.37748344370860926,57,151,2159,Wash_High,2025-09-06,10S
BINANCE->BITGET,0.3971631205673759,56,141,1952,Wash_High,2025-09-06,10S
COINBASE->BINANCE,0.4111111111111111,37,90,2013,Wash_High,2025-09-06,10S
COINBASE->BYBITSPOT,0.45871559633027525,50,109,1947,Wash_High,2025-09-06,10S
COINBASE->BITGET,0.45263157894736844,43,95,1727,Wash_High,2025-09-06,10S
BYBITSPOT->BINANCE,0.45726495726495725,107,234,2548,Wash_High,2025-09-06,10S
BYBITSPOT->COINBASE,0.5111111111111111,69,135,2224,Wash_High,2025-09-06,10S
BYBITSPOT->BITGET,0.42567567567567566,63,148,2098,Wash_High,2025-09-06,10S
BITGET->BINANCE,0.4176470588235294,71,170,2324,Wash_High,2025-09-06,10S
BITGET->COINBASE,0.4411764705882353,45,102,2018,Wash_High,2025-09-06,10S
BITGET->BYBITSPOT,0.36923076923076925,48,130,2143,Wash_High,2025-09-06,10S
BINANCE->COINBASE,0.37434094903339193,213,569,5705,Full,2025-09-06,15S
BINANCE->BYBITSPOT,0.40977443609022557,218,532,5334,Full,2025-09-06,15S
BINANCE->BITGET,0.45582329317269077,227,498,4908,Full,2025-09-06,15S
COINBASE->BINANCE,0.4930313588850174,283,574,5760,Full,2025-09-06,15S
COINBASE->BYBITSPOT,0.478584729981378,257,537,5377,Full,2025-09-06,15S
COINBASE->BITGET,0.5258964143426295,264,502,4944,Full,2025-09-06,15S
BYBITSPOT->BINANCE,0.5452961672473867,313,574,5711,Full,2025-09-06,15S
BYBITSPOT->COINBASE,0.4442508710801394,255,574,5715,Full,2025-09-06,15S
BYBITSPOT->BITGET,0.5536723163841808,294,531,5086,Full,2025-09-06,15S
BITGET->BINANCE,0.493891797556719,283,573,5401,Full,2025-09-06,15S
BITGET->COINBASE,0.39790575916230364,228,573,5378,Full,2025-09-06,15S
BITGET->BYBITSPOT,0.44206773618538325,248,561,5240,Full,2025-09-06,15S
BINANCE->COINBASE,0.5321100917431193,116,218,2162,Vol_Low,2025-09-06,15S
BINANCE->BYBITSPOT,0.4712041884816754,90,191,1953,Vol_Low,2025-09-06,15S
BINANCE->BITGET,0.4945054945054945,90,182,1805,Vol_Low,2025-09-06,15S
COINBASE->BINANCE,0.4212962962962963,91,216,2188,Vol_Low,2025-09-06,15S
COINBASE->BYBITSPOT,0.49044585987261147,77,157,1570,Vol_Low,2025-09-06,15S
COINBASE->BITGET,0.5211267605633803,74,142,1421,Vol_Low,2025-09-06,15S
BYBITSPOT->BINANCE,0.5265700483091788,109,207,2092,Vol_Low,2025-09-06,15S
BYBITSPOT->COINBASE,0.5843373493975904,97,166,1648,Vol_Low,2025-09-06,15S
BYBITSPOT->BITGET,0.5975609756097561,98,164,1600,Vol_Low,2025-09-06,15S
BITGET->BINANCE,0.5396039603960396,109,202,1944,Vol_Low,2025-09-06,15S
BITGET->COINBASE,0.4934210526315789,75,152,1522,Vol_Low,2025-09-06,15S
BITGET->BYBITSPOT,0.5189873417721519,82,158,1615,Vol_Low,2025-09-06,15S
BINANCE->COINBASE,0.47474747474747475,94,198,1940,Vol_Med,2025-09-06,15S
BINANCE->BYBITSPOT,0.49473684210526314,94,190,1788,Vol_Med,2025-09-06,15S
BINANCE->BITGET,0.42483660130718953,65,153,1551,Vol_Med,2025-09-06,15S
COINBASE->BINANCE,0.541871921182266,110,203,1969,Vol_Med,2025-09-06,15S
COINBASE->BYBITSPOT,0.517948717948718,101,195,1913,Vol_Med,2025-09-06,15S
COINBASE->BITGET,0.6463414634146342,106,164,1628,Vol_Med,2025-09-06,15S
BYBITSPOT->BINANCE,0.6443298969072165,125,194,1911,Vol_Med,2025-09-06,15S
BYBITSPOT->COINBASE,0.49038461538461536,102,208,2043,Vol_Med,2025-09-06,15S
BYBITSPOT->BITGET,0.56,84,150,1607,Vol_Med,2025-09-06,15S
BITGET->BINANCE,0.52,91,175,1713,Vol_Med,2025-09-06,15S
BITGET->COINBASE,0.46994535519125685,86,183,1780,Vol_Med,2025-09-06,15S
BITGET->BYBITSPOT,0.5590062111801242,90,161,1676,Vol_Med,2025-09-06,15S
BINANCE->COINBASE,0.40764331210191085,64,157,1603,Vol_High,2025-09-06,15S
BINANCE->BYBITSPOT,0.29012345679012347,47,162,1593,Vol_High,2025-09-06,15S
BINANCE->BITGET,0.43209876543209874,70,162,1552,Vol_High,2025-09-06,15S
COINBASE->BINANCE,0.6037735849056604,96,159,1603,Vol_High,2025-09-06,15S
COINBASE->BYBITSPOT,0.49214659685863876,94,191,1894,Vol_High,2025-09-06,15S
COINBASE->BITGET,0.517948717948718,101,195,1895,Vol_High,2025-09-06,15S
BYBITSPOT->BINANCE,0.49714285714285716,87,175,1708,Vol_High,2025-09-06,15S
BYBITSPOT->COINBASE,0.4320388349514563,89,206,2024,Vol_High,2025-09-06,15S
BYBITSPOT->BITGET,0.5422885572139303,109,201,1879,Vol_High,2025-09-06,15S
BITGET->BINANCE,0.4810810810810811,89,185,1744,Vol_High,2025-09-06,15S
BITGET->COINBASE,0.39285714285714285,88,224,2076,Vol_High,2025-09-06,15S
BITGET->BYBITSPOT,0.41037735849056606,87,212,1949,Vol_High,2025-09-06,15S
BINANCE->COINBASE,0.509090909090909,224,440,3308,Wash_Low,2025-09-06,15S
BINANCE->BYBITSPOT,0.5123456790123457,166,324,2791,Wash_Low,2025-09-06,15S
BINANCE->BITGET,0.5,149,298,2593,Wash_Low,2025-09-06,15S
COINBASE->BINANCE,0.6157407407407407,266,432,3302,Wash_Low,2025-09-06,15S
COINBASE->BYBITSPOT,0.5653266331658291,225,398,3047,Wash_Low,2025-09-06,15S
COINBASE->BITGET,0.5982905982905983,210,351,2846,Wash_Low,2025-09-06,15S
BYBITSPOT->BINANCE,0.6,171,285,2794,Wash_Low,2025-09-06,15S
BYBITSPOT->COINBASE,0.5092838196286472,192,377,3113,Wash_Low,2025-09-06,15S
BYBITSPOT->BITGET,0.6459854014598541,177,274,2629,Wash_Low,2025-09-06,15S
BITGET->BINANCE,0.5320754716981132,141,265,2724,Wash_Low,2025-09-06,15S
BITGET->COINBASE,0.48493975903614456,161,332,2984,Wash_Low,2025-09-06,15S
BITGET->BYBITSPOT,0.5218855218855218,155,297,2758,Wash_Low,2025-09-06,15S
BINANCE->COINBASE,0.5151515151515151,102,198,2397,Wash_High,2025-09-06,15S
BINANCE->BYBITSPOT,0.4489051094890511,123,274,2543,Wash_High,2025-09-06,15S
BINANCE->BITGET,0.3991769547325103,97,243,2315,Wash_High,2025-09-06,15S
COINBASE->BINANCE,0.45933014354066987,96,209,2458,Wash_High,2025-09-06,15S
COINBASE->BYBITSPOT,0.5247524752475248,106,202,2330,Wash_High,2025-09-06,15S
COINBASE->BITGET,0.47191011235955055,84,178,2098,Wash_High,2025-09-06,15S
BYBITSPOT->BINANCE,0.4606741573033708,164,356,2917,Wash_High,2025-09-06,15S
BYBITSPOT->COINBASE,0.4806201550387597,124,258,2602,Wash_High,2025-09-06,15S
BYBITSPOT->BITGET,0.4393939393939394,116,264,2457,Wash_High,2025-09-06,15S
BITGET->BINANCE,0.4581818181818182,126,275,2677,Wash_High,2025-09-06,15S
BITGET->COINBASE,0.4947916666666667,95,192,2394,Wash_High,2025-09-06,15S
BITGET->BYBITSPOT,0.4642857142857143,104,224,2482,Wash_High,2025-09-06,15S
BINANCE->COINBASE,0.44815465729349735,255,569,2853,Full,2025-09-06,30S
BINANCE->BYBITSPOT,0.4417293233082707,235,532,2670,Full,2025-09-06,30S
BINANCE->BITGET,0.41188524590163933,201,488,2491,Full,2025-09-06,30S
COINBASE->BINANCE,0.45121951219512196,259,574,2880,Full,2025-09-06,30S
COINBASE->BYBITSPOT,0.4450651769087523,239,537,2693,Full,2025-09-06,30S
COINBASE->BITGET,0.4796747967479675,236,492,2512,Full,2025-09-06,30S
BYBITSPOT->BINANCE,0.48771929824561405,278,570,2878,Full,2025-09-06,30S
BYBITSPOT->COINBASE,0.5121951219512195,294,574,2880,Full,2025-09-06,30S
BYBITSPOT->BITGET,0.49796747967479676,245,492,2638,Full,2025-09-06,30S
BITGET->BINANCE,0.4431137724550898,222,501,2834,Full,2025-09-06,30S
BITGET->COINBASE,0.4073319755600815,200,491,2824,Full,2025-09-06,30S
BITGET->BYBITSPOT,0.42138364779874216,201,477,2797,Full,2025-09-06,30S
BINANCE->COINBASE,0.5871559633027523,64,109,1091,Vol_Low,2025-09-06,30S
BINANCE->BYBITSPOT,0.46846846846846846,52,111,983,Vol_Low,2025-09-06,30S
BINANCE->BITGET,0.42,42,100,919,Vol_Low,2025-09-06,30S
COINBASE->BINANCE,0.33035714285714285,37,112,1111,Vol_Low,2025-09-06,30S
COINBASE->BYBITSPOT,0.4,34,85,794,Vol_Low,2025-09-06,30S
COINBASE->BITGET,0.37037037037037035,30,81,724,Vol_Low,2025-09-06,30S
BYBITSPOT->BINANCE,0.4462809917355372,54,121,1054,Vol_Low,2025-09-06,30S
BYBITSPOT->COINBASE,0.5909090909090909,52,88,837,Vol_Low,2025-09-06,30S
BYBITSPOT->BITGET,0.45918367346938777,45,98,831,Vol_Low,2025-09-06,30S
BITGET->BINANCE,0.3904761904761905,41,105,1006,Vol_Low,2025-09-06,30S
BITGET->COINBASE,0.48148148148148145,39,81,783,Vol_Low,2025-09-06,30S
BITGET->BYBITSPOT,0.3723404255319149,35,94,851,Vol_Low,2025-09-06,30S
BINANCE->COINBASE,0.42857142857142855,12,28,962,Vol_Med,2025-09-06,30S
BINANCE->BYBITSPOT,0.3783783783783784,14,37,892,Vol_Med,2025-09-06,30S
BINANCE->BITGET,0.32608695652173914,15,46,788,Vol_Med,2025-09-06,30S
COINBASE->BINANCE,0.5,16,32,970,Vol_Med,2025-09-06,30S
COINBASE->BYBITSPOT,0.4807692307692308,25,52,953,Vol_Med,2025-09-06,30S
COINBASE->BITGET,0.4727272727272727,26,55,837,Vol_Med,2025-09-06,30S
BYBITSPOT->BINANCE,0.42857142857142855,21,49,972,Vol_Med,2025-09-06,30S
BYBITSPOT->COINBASE,0.559322033898305,33,59,1032,Vol_Med,2025-09-06,30S
BYBITSPOT->BITGET,0.5208333333333334,25,48,832,Vol_Med,2025-09-06,30S
BITGET->BINANCE,0.32653061224489793,16,49,899,Vol_Med,2025-09-06,30S
BITGET->COINBASE,0.39655172413793105,23,58,941,Vol_Med,2025-09-06,30S
BITGET->BYBITSPOT,0.38636363636363635,17,44,905,Vol_Med,2025-09-06,30S
BINANCE->COINBASE,0.4266666666666667,32,75,800,Vol_High,2025-09-06,30S
BINANCE->BYBITSPOT,0.40229885057471265,35,87,795,Vol_High,2025-09-06,30S
BINANCE->BITGET,0.5319148936170213,50,94,784,Vol_High,2025-09-06,30S
COINBASE->BINANCE,0.5443037974683544,43,79,799,Vol_High,2025-09-06,30S
COINBASE->BYBITSPOT,0.48,48,100,946,Vol_High,2025-09-06,30S
COINBASE->BITGET,0.5555555555555556,65,117,951,Vol_High,2025-09-06,30S
BYBITSPOT->BINANCE,0.5212765957446809,49,94,852,Vol_High,2025-09-06,30S
BYBITSPOT->COINBASE,0.42105263157894735,48,114,1011,Vol_High,2025-09-06,30S
BYBITSPOT->BITGET,0.4716981132075472,50,106,975,Vol_High,2025-09-06,30S
BITGET->BINANCE,0.45454545454545453,45,99,929,Vol_High,2025-09-06,30S
BITGET->COINBASE,0.3884297520661157,47,121,1100,Vol_High,2025-09-06,30S
BITGET->BYBITSPOT,0.34,34,100,1041,Vol_High,2025-09-06,30S
BINANCE->COINBASE,0.0,0,1,1421,Wash_Low,2025-09-06,30S
BINANCE->BYBITSPOT,0.0,0,0,1287,Wash_Low,2025-09-06,30S
BINANCE->BITGET,1.0,1,1,1144,Wash_Low,2025-09-06,30S
COINBASE->BINANCE,0.6666666666666666,2,3,1455,Wash_Low,2025-09-06,30S
COINBASE->BYBITSPOT,0.125,1,8,1536,Wash_Low,2025-09-06,30S
COINBASE->BITGET,0.3333333333333333,3,9,1427,Wash_Low,2025-09-06,30S
BYBITSPOT->BINANCE,0.0,0,1,1416,Wash_Low,2025-09-06,30S
BYBITSPOT->COINBASE,0.7,7,10,1672,Wash_Low,2025-09-06,30S
BYBITSPOT->BITGET,0.4444444444444444,4,9,1387,Wash_Low,2025-09-06,30S
BITGET->BINANCE,0.5,1,2,1330,Wash_Low,2025-09-06,30S
BITGET->COINBASE,0.75,6,8,1561,Wash_Low,2025-09-06,30S
BITGET->BYBITSPOT,0.6,3,5,1476,Wash_Low,2025-09-06,30S
BINANCE->COINBASE,0.0,0,0,1432,Wash_High,2025-09-06,30S
BINANCE->BYBITSPOT,0.0,0,2,1383,Wash_High,2025-09-06,30S
BINANCE->BITGET,0.5,2,4,1347,Wash_High,2025-09-06,30S
COINBASE->BINANCE,0.2,1,5,1425,Wash_High,2025-09-06,30S
COINBASE->BYBITSPOT,0.0,0,0,1157,Wash_High,2025-09-06,30S
COINBASE->BITGET,0.0,0,1,1085,Wash_High,2025-09-06,30S
BYBITSPOT->BINANCE,0.6666666666666666,2,3,1462,Wash_High,2025-09-06,30S
BYBITSPOT->COINBASE,0.0,0,0,1208,Wash_High,2025-09-06,30S
BYBITSPOT->BITGET,0.3333333333333333,1,3,1251,Wash_High,2025-09-06,30S
BITGET->BINANCE,0.5714285714285714,4,7,1504,Wash_High,2025-09-06,30S
BITGET->COINBASE,0.0,0,0,1263,Wash_High,2025-09-06,30S
BITGET->BYBITSPOT,0.5,1,2,1321,Wash_High,2025-09-06,30S
BINANCE->COINBASE,0.21228070175438596,121,570,17010,Full,2025-09-07,1S
BINANCE->BYBITSPOT,0.1450676982591876,75,517,14013,Full,2025-09-07,1S
BINANCE->BITGET,0.1963927855711423,98,499,13327,Full,2025-09-07,1S
COINBASE->BINANCE,0.3205574912891986,184,574,17039,Full,2025-09-07,1S
COINBASE->BYBITSPOT,0.2437619961612284,127,521,13903,Full,2025-09-07,1S
COINBASE->BITGET,0.32669322709163345,164,502,13202,Full,2025-09-07,1S
BYBITSPOT->BINANCE,0.3885017421602787,223,574,14013,Full,2025-09-07,1S
BYBITSPOT->COINBASE,0.21428571428571427,123,574,13903,Full,2025-09-07,1S
BYBITSPOT->BITGET,0.38086642599277976,211,554,11976,Full,2025-09-07,1S
BITGET->BINANCE,0.3094405594405594,177,572,13327,Full,2025-09-07,1S
BITGET->COINBASE,0.22202797202797203,127,572,13202,Full,2025-09-07,1S
BITGET->BYBITSPOT,0.22847100175746923,130,569,11976,Full,2025-09-07,1S
BINANCE->COINBASE,0.4326241134751773,122,282,6079,Vol_Low,2025-09-07,1S
BINANCE->BYBITSPOT,0.30364372469635625,75,247,4727,Vol_Low,2025-09-07,1S
BINANCE->BITGET,0.33079847908745247,87,263,5341,Vol_Low,2025-09-07,1S
COINBASE->BINANCE,0.3473684210526316,99,285,6079,Vol_Low,2025-09-07,1S
COINBASE->BYBITSPOT,0.36082474226804123,70,194,3496,Vol_Low,2025-09-07,1S
COINBASE->BITGET,0.3482142857142857,78,224,4376,Vol_Low,2025-09-07,1S
BYBITSPOT->BINANCE,0.5416666666666666,143,264,4727,Vol_Low,2025-09-07,1S
BYBITSPOT->COINBASE,0.415,83,200,3496,Vol_Low,2025-09-07,1S
BYBITSPOT->BITGET,0.5482456140350878,125,228,3802,Vol_Low,2025-09-07,1S
BITGET->BINANCE,0.34285714285714286,96,280,5341,Vol_Low,2025-09-07,1S
BITGET->COINBASE,0.37606837606837606,88,234,4372,Vol_Low,2025-09-07,1S
BITGET->BYBITSPOT,0.30454545454545456,67,220,3795,Vol_Low,2025-09-07,1S
BINANCE->COINBASE,0.28253968253968254,89,315,5671,Vol_Med,2025-09-07,1S
BINANCE->BYBITSPOT,0.292358803986711,88,301,4656,Vol_Med,2025-09-07,1S
BINANCE->BITGET,0.3800738007380074,103,271,4228,Vol_Med,2025-09-07,1S
COINBASE->BINANCE,0.37777777777777777,119,315,5668,Vol_Med,2025-09-07,1S
COINBASE->BYBITSPOT,0.3627450980392157,111,306,5144,Vol_Med,2025-09-07,1S
COINBASE->BITGET,0.4473684210526316,119,266,4205,Vol_Med,2025-09-07,1S
BYBITSPOT->BINANCE,0.5032051282051282,157,312,4656,Vol_Med,2025-09-07,1S
BYBITSPOT->COINBASE,0.3597560975609756,118,328,5151,Vol_Med,2025-09-07,1S
BYBITSPOT->BITGET,0.4263565891472868,110,258,3931,Vol_Med,2025-09-07,1S
BITGET->BINANCE,0.40273037542662116,118,293,4221,Vol_Med,2025-09-07,1S
BITGET->COINBASE,0.2391304347826087,66,276,4185,Vol_Med,2025-09-07,1S
BITGET->BYBITSPOT,0.356,89,250,3914,Vol_Med,2025-09-07,1S
BINANCE->COINBASE,0.2581967213114754,63,244,5260,Vol_High,2025-09-07,1S
BINANCE->BYBITSPOT,0.20675105485232068,49,237,4630,Vol_High,2025-09-07,1S
BINANCE->BITGET,0.27918781725888325,55,197,3758,Vol_High,2025-09-07,1S
COINBASE->BINANCE,0.3458333333333333,83,240,5292,Vol_High,2025-09-07,1S
COINBASE->BYBITSPOT,0.3065134099616858,80,261,5263,Vol_High,2025-09-07,1S
COINBASE->BITGET,0.3559322033898305,84,236,4621,Vol_High,2025-09-07,1S
BYBITSPOT->BINANCE,0.3944223107569721,99,251,4630,Vol_High,2025-09-07,1S
BYBITSPOT->COINBASE,0.3225806451612903,90,279,5256,Vol_High,2025-09-07,1S
BYBITSPOT->BITGET,0.40948275862068967,95,232,4243,Vol_High,2025-09-07,1S
BITGET->BINANCE,0.43946188340807174,98,223,3765,Vol_High,2025-09-07,1S
BITGET->COINBASE,0.29924242424242425,79,264,4645,Vol_High,2025-09-07,1S
BITGET->BYBITSPOT,0.27626459143968873,71,257,4267,Vol_High,2025-09-07,1S
BINANCE->COINBASE,0.40350877192982454,230,570,8592,Wash_Low,2025-09-07,1S
BINANCE->BYBITSPOT,0.29206963249516443,151,517,7221,Wash_Low,2025-09-07,1S
BINANCE->BITGET,0.3527054108216433,176,499,6771,Wash_Low,2025-09-07,1S
COINBASE->BINANCE,0.4547038327526132,261,574,8607,Wash_Low,2025-09-07,1S
COINBASE->BYBITSPOT,0.3761996161228407,196,521,7307,Wash_Low,2025-09-07,1S
COINBASE->BITGET,0.4063745019920319,204,502,6770,Wash_Low,2025-09-07,1S
BYBITSPOT->BINANCE,0.5348432055749129,307,574,7221,Wash_Low,2025-09-07,1S
BYBITSPOT->COINBASE,0.418848167539267,240,573,7307,Wash_Low,2025-09-07,1S
BYBITSPOT->BITGET,0.559040590405904,303,542,6229,Wash_Low,2025-09-07,1S
BITGET->BINANCE,0.45045045045045046,250,555,6771,Wash_Low,2025-09-07,1S
BITGET->COINBASE,0.35071942446043164,195,556,6770,Wash_Low,2025-09-07,1S
BITGET->BYBITSPOT,0.34831460674157305,186,534,6229,Wash_Low,2025-09-07,1S
BINANCE->COINBASE,0.5719298245614035,326,570,8418,Wash_High,2025-09-07,1S
BINANCE->BYBITSPOT,0.49709864603481624,257,517,6792,Wash_High,2025-09-07,1S
BINANCE->BITGET,0.5463709677419355,271,496,6556,Wash_High,2025-09-07,1S
COINBASE->BINANCE,0.5958188153310104,342,574,8432,Wash_High,2025-09-07,1S
COINBASE->BYBITSPOT,0.508637236084453,265,521,6596,Wash_High,2025-09-07,1S
COINBASE->BITGET,0.59026369168357,291,493,6432,Wash_High,2025-09-07,1S
BYBITSPOT->BINANCE,0.5836236933797909,335,574,6792,Wash_High,2025-09-07,1S
BYBITSPOT->COINBASE,0.5940766550522648,341,574,6596,Wash_High,2025-09-07,1S
BYBITSPOT->BITGET,0.5973782771535581,319,534,5747,Wash_High,2025-09-07,1S
BITGET->BINANCE,0.5813084112149532,311,535,6556,Wash_High,2025-09-07,1S
BITGET->COINBASE,0.5391969407265774,282,523,6432,Wash_High,2025-09-07,1S
BITGET->BYBITSPOT,0.5255905511811023,267,508,5747,Wash_High,2025-09-07,1S
BINANCE->COINBASE,0.21228070175438596,121,570,17010,Full,2025-09-07,2S
BINANCE->BYBITSPOT,0.1450676982591876,75,517,14013,Full,2025-09-07,2S
BINANCE->BITGET,0.1963927855711423,98,499,13327,Full,2025-09-07,2S
COINBASE->BINANCE,0.3205574912891986,184,574,17039,Full,2025-09-07,2S
COINBASE->BYBITSPOT,0.2437619961612284,127,521,13903,Full,2025-09-07,2S
COINBASE->BITGET,0.32669322709163345,164,502,13202,Full,2025-09-07,2S
BYBITSPOT->BINANCE,0.3885017421602787,223,574,14013,Full,2025-09-07,2S
BYBITSPOT->COINBASE,0.21428571428571427,123,574,13903,Full,2025-09-07,2S
BYBITSPOT->BITGET,0.38086642599277976,211,554,11976,Full,2025-09-07,2S
BITGET->BINANCE,0.3094405594405594,177,572,13327,Full,2025-09-07,2S
BITGET->COINBASE,0.22202797202797203,127,572,13202,Full,2025-09-07,2S
